activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,loan_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,co_applicant_race_1,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,denial_reason_1,denial_reason_2,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,debt_to_income_ratio_parsed,applicant_age_num,rate_spread_missing_flag,approved_flag
2024,WWB2V0FCW3A0EE3ZJN75,35300,CT,9170,9170160200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Joint,1,0,2,1,2,2,2,1,2,105000,60.65,9.34,1.17,2,360,1.0,2,1,2,2,725000.0,1,1,3,5,1,265.0,30%-<36%,12,12,3.0,3.0,2,2,5.0,5.0,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,10,3.0,5511,28.47,116200,187.0,1525,1865,53,33.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029008700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,15000,78.9,9.09,0.87,3,360,1.0,2,2,2,2,235000.0,1,1,3,5,1,91.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,3,2.0,4666,18.67,96900,96.0,1381,2259,0,33.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24005,24005441102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,15000,44.0,9.09,0.87,3,360,1.0,2,2,2,2,305000.0,1,1,3,5,1,61.0,50%-60%,12,10,1.0,5.0,2,4,3.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,3.0,4860,54.57,122200,84.0,1707,1901,52,55.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15764,MA,25017,25017311800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,31,2,2,1,2,155000,71.17,9.09,0.87,3,360,1.0,2,2,2,2,435000.0,1,1,3,5,1,99.0,__MISSING__,12,10,1.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,3,3.0,3603,84.18,146600,54.0,363,922,0,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35614,NY,36119,36119008200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,2,1,2,25000,6.25,9.09,0.87,3,360,1.0,2,2,2,2,405000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,3,3.0,7401,46.29,101900,141.0,1578,1991,69,41.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,11694,VA,51013,51013101000,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,755000,83.12,9.09,0.87,3,360,1.0,2,2,2,2,1205000.0,1,1,3,5,1,601.0,37,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,9,4.0,3319,26.03,164200,148.0,1132,1245,73,37.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,45060,NY,36053,36053030702,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,1,2,2,1,2,105000,90.63,9.09,0.87,3,360,1.0,2,2,2,2,255000.0,1,1,3,5,1,68.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,Yes,__MISSING__,1,1,6,1,4.0,1890,7.04,94800,120.0,666,1046,51,55.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029000800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,105000,46.37,10.14,1.89,2,360,1.0,2,2,2,2,295000.0,1,1,3,5,1,128.0,20%-<30%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,10,3.0,4636,17.52,96900,108.0,1192,1914,0,25.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24510,24510230100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,2 or more minority races,Male,3,0,2,1,31,2,2,1,2,205000,53.67,9.09,0.87,3,360,1.0,2,2,2,2,575000.0,1,1,3,5,1,250.0,20%-<30%,12,10,2.0,5.0,2,4,3.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,3,2.0,2424,39.11,122200,99.0,366,909,0,25.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029014102,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,255000,76.41,10.24,2.13,2,360,1.0,2,1,2,2,715000.0,1,1,3,5,1,144.0,50%-60%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,65-74,55-64,Yes,No,1,1,6,10,3.0,5317,4.72,96900,113.0,1597,2223,52,55.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24013,24013504100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,155000,70.79,11.19,3.08,2,360,1.0,2,2,2,2,465000.0,1,1,3,5,1,120.0,44,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,45-54,No,No,1,1,6,10,3.0,5112,13.97,122200,128.0,1696,1895,40,44.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24005,24005404102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,1,2,175000,56.67,9.09,0.87,3,360,1.0,2,2,2,2,305000.0,1,1,3,5,1,53.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,1,3.0,5579,69.22,122200,96.0,1454,1829,43,41.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,31084,CA,6037,6037670500,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,31,2,2,1,2,1505000,41.74,6.99,-1.22,2,360,1.0,2,1,2,2,10505000.0,1,1,3,5,1,1234.0,44,12,12,3.0,3.0,2,2,6.0,6.0,2,2,3,3,2,2,55-64,45-54,Yes,No,1,1,6,10,3.0,1739,35.14,98200,311.0,523,692,58,44.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24013,24013508200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,105000,24.51,9.74,1.46,2,360,1.0,2,1,2,2,405000.0,1,1,3,5,1,192.0,<20%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,10,3.0,6928,11.42,122200,106.0,2043,2278,36,41.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029009106,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,105000,61.81,10.14,1.89,2,360,1.0,2,1,2,2,425000.0,1,1,3,5,1,127.0,43,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,10,3.0,3144,21.98,96900,112.0,1049,1346,50,43.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,VA,51193,51193010402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,55000,42.74,12.49,4.21,2,360,1.0,2,1,2,2,305000.0,1,1,3,5,1,102.0,30%-<36%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,3776,26.46,73900,125.0,1030,1854,43,33.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,NH,33005,33005970500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,85000,58.73,10.59,2.49,2,360,1.0,2,1,2,2,415000.0,1,1,3,5,1,125.0,49,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,25-34,Yes,No,1,1,6,10,3.0,5320,9.77,104500,103.0,1642,2546,49,49.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,37964,PA,42101,42101033101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,55000,61.2,9.09,0.87,3,360,1.0,2,2,2,2,275000.0,1,1,3,5,2,30.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,1,3.0,5398,45.11,84300,103.0,1307,1795,69,41.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,20100,DE,10001,10001042900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,305000,68.18,8.84,0.56,2,360,1.0,2,1,2,2,445000.0,1,1,3,5,1,155.0,20%-<30%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,45-54,35-44,No,No,1,1,6,10,3.0,5105,23.58,91300,101.0,1505,2040,29,25.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,49620,PA,42133,42133001400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,2,2,1,2,105000,95.25,9.09,0.87,3,360,1.0,2,2,2,2,195000.0,1,1,3,5,1,78.0,49,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,3,4.0,4262,47.28,105100,79.0,1233,1698,64,49.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36069,36069050205,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,95000,85.63,11.69,3.52,2,360,1.0,2,1,2,2,265000.0,1,1,3,5,1,123.0,41,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,35-44,25-34,No,No,1,1,6,10,3.0,4886,15.51,98700,97.0,1196,1488,40,41.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,11694,VA,51177,51177020305,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,2,2,1,2,45000,24.64,12.19,4.02,2,360,1.0,2,2,2,2,265000.0,1,1,3,5,1,48.0,44,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,3858,48.03,164200,61.0,466,835,32,44.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9120,9120090100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,105000,54.77,9.29,1.12,2,360,1.0,2,1,2,2,635000.0,1,1,3,5,1,124.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,3305,19.73,146500,125.0,957,1010,45,55.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,33874,PA,42017,42017103103,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,3,0,2,1,2,1,2,1,2,15000,5.0,9.09,0.87,3,360,1.0,2,2,2,2,305000.0,1,1,3,5,1,99.0,__MISSING__,12,10,3.0,5.0,2,4,6.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,3,3.0,4796,20.27,143700,71.0,1115,1484,47,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36055,36055012500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,65000,47.17,10.39,2.11,2,360,1.0,2,1,2,2,215000.0,1,1,3,5,1,113.0,30%-<36%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,10,3.0,4316,12.72,98700,129.0,1440,1537,69,33.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,33874,PA,42029,42029305102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,31,1,2,1,2,305000,52.16,9.09,0.87,3,360,1.0,2,2,2,2,575000.0,1,1,3,5,1,98.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,1,3.0,4697,12.99,143700,96.0,1471,1654,26,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15764,MA,25009,25009252601,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,1,2,1,2,535000,84.09,9.09,0.87,3,360,1.0,2,2,2,2,635000.0,1,1,3,5,1,97.0,>60%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,55-64,No,Yes,1,1,6,1,3.0,7400,33.74,146600,81.0,2160,2167,37,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,23224,MD,24021,24021751904,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,155000,80.6,9.89,1.78,2,360,1.0,2,1,2,2,485000.0,1,1,3,5,1,98.0,49,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,10,3.0,4606,31.11,155800,130.0,1072,1210,25,49.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15804,NJ,34005,34005701105,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,2,2,2,1,2,45000,78.38,9.09,0.87,3,360,1.0,2,2,2,2,385000.0,1,1,3,5,1,75.0,50%-60%,12,10,2.0,5.0,2,4,3.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,1,3.0,6406,56.26,117400,98.0,1648,1889,38,55.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9190,9190050301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,3,0,2,1,2,2,2,1,2,305000,48.47,9.09,0.87,3,360,1.0,2,2,2,2,1505000.0,1,1,3,5,1,107.0,>60%,12,12,2.0,2.0,2,2,5.0,2.0,2,1,1,2,2,2,45-54,45-54,No,No,1,1,6,1,3.0,3977,20.62,146500,169.0,1332,1482,51,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,47930,CT,9140,9140346102,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,105000,19.19,8.84,0.56,2,360,1.0,2,1,2,2,525000.0,1,1,3,5,1,100.0,20%-<30%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,5984,11.97,107000,133.0,1878,2148,39,25.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,39740,PA,42011,42011011200,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,1,2,105000,45.05,8.59,0.34,2,360,1.0,2,1,2,2,225000.0,1,1,3,5,1,47.0,39,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,>74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,4553,40.22,93700,66.0,842,1575,0,39.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35840,FL,12115,12115000103,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,1,0,2,1,4,2,2,1,2,1505000,40.44,9.81,1.53,3,360,1.0,2,1,2,2,8405000.0,1,2,3,5,1,3249.0,20%-<30%,12,12,3.0,3.0,2,2,6.0,6.0,2,2,3,3,2,2,55-64,55-64,No,No,1,1,6,10,3.0,4091,15.72,97000,155.0,992,308,26,25.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029004003,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,2,2,1,2,15000,46.19,9.09,0.87,3,360,1.0,2,2,2,2,125000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,3.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,Yes,__MISSING__,1,1,6,3,3.0,3251,94.09,96900,38.0,360,1047,75,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,20100,DE,10001,10001042500,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,25000,67.38,10.84,2.59,2,360,1.0,2,1,2,2,235000.0,1,1,3,5,1,99.0,36,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,10,3.0,3590,61.39,91300,60.0,587,1127,43,36.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,20100,DE,10001,10001042100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,55000,9.35,10.09,1.98,2,360,1.0,2,1,2,2,535000.0,1,1,3,5,1,98.0,39,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,65-74,>74,Yes,Yes,1,1,6,10,3.0,3997,27.72,91300,121.0,1219,1528,29,39.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35980,CT,9180,9180870100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,1,2,1,2,185000,77.25,9.34,1.09,2,360,1.0,2,1,2,2,235000.0,1,1,3,5,1,85.0,30%-<36%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,7142,11.27,105900,124.0,2704,3204,45,33.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,16540,PA,42055,42055012002,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,1,2,1,2,105000,31.45,8.84,0.56,2,360,1.0,2,1,2,2,315000.0,1,1,3,5,1,62.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,3017,5.7,92700,104.0,734,1172,50,33.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,25180,WV,54003,54003971104,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,105000,37.74,8.84,0.56,2,360,1.0,2,1,2,2,265000.0,1,1,3,5,1,38.0,39,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,>74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,3865,10.79,84200,108.0,1169,1356,26,39.0,80.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,26420,TX,48157,48157675503,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,3,0,2,1,4,2,2,1,2,35000,71.56,9.09,0.87,3,360,1.0,2,2,2,2,515000.0,1,1,3,5,1,99.0,__MISSING__,9,10,2.0,5.0,2,4,3.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,9,3.0,5692,67.32,97400,137.0,1705,1804,6,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24003,24003740703,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,0,2,1,1,2,2,1,2,75000,79.48,12.79,4.68,2,360,1.0,2,1,2,2,765000.0,1,1,3,5,1,155.0,49,12,10,2.0,5.0,2,4,2.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,5771,37.32,122200,138.0,1605,1597,20,49.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029014206,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,105000,76.38,11.09,2.81,2,360,1.0,2,1,2,2,445000.0,1,1,3,5,1,99.0,45,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,10,3.0,7957,6.87,96900,182.0,2637,2669,26,45.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9190,9190042600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,1,0,2,1,2,2,2,1,2,205000,65.9,9.34,1.09,2,360,1.0,2,1,2,2,585000.0,1,1,3,5,1,186.0,37,12,12,2.0,2.0,2,2,2.0,2.0,2,2,2,1,2,2,55-64,65-74,No,Yes,1,1,6,10,3.0,4053,31.38,146500,139.0,1058,1316,48,37.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,10580,NY,36001,36001002000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,1,2,2,1,2,55000,68.31,11.54,3.26,2,360,1.0,2,1,2,2,195000.0,1,1,3,5,1,100.0,42,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,10,3.0,5960,64.48,117800,71.0,1164,2410,0,42.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24005,24005440702,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,4,2,2,1,2,105000,84.94,11.19,3.09,2,360,1.0,2,1,2,2,255000.0,1,1,3,5,1,55.0,46,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,5178,55.23,122200,101.0,1351,1366,26,46.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,40060,VA,51087,51087200908,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,4,2,2,1,2,15000,848.06,9.09,0.87,3,360,1.0,2,2,2,2,35000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,3.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,3,3.0,2975,53.58,110000,76.0,551,924,40,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24005,24005401000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,55000,56.34,11.04,2.76,2,360,1.0,2,1,2,2,485000.0,1,1,3,5,1,260.0,<20%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,2,2,2,35-44,45-54,No,No,1,1,6,10,3.0,2325,29.16,122200,101.0,521,665,0,41.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,48864,DE,10003,10003014810,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,105000,83.74,10.29,2.01,2,360,1.0,2,1,2,2,355000.0,1,1,3,5,1,99.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,10,3.0,7083,43.36,111300,97.0,1864,2127,30,33.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,11694,VA,51013,51013103000,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,65000,60.25,9.09,0.87,3,360,1.0,2,2,2,2,635000.0,1,1,3,5,1,55.0,>60%,8,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,3.0,3390,20.44,164200,138.0,1081,1598,0,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,29460,FL,12105,12105012514,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,75000,65.76,9.09,0.87,3,360,1.0,2,2,2,2,425000.0,1,2,3,5,1,99.0,__MISSING__,12,10,1.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,3,3.0,8698,56.92,76400,136.0,1967,2789,12,41.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35004,NY,36103,36103122408,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,3,0,2,1,1,2,2,1,2,235000,81.87,9.09,0.87,3,360,1.0,2,2,2,2,585000.0,1,1,3,5,1,259.0,41,12,12,2.0,2.0,2,2,5.0,3.0,2,2,1,2,2,2,25-34,35-44,No,No,1,1,6,9,3.0,3642,35.97,156200,94.0,944,1088,65,41.0,30.0,1,0
